date;campaign_id;campaign_name;campaign_objective;adset_id;adset_name;ad_id;ad_name;ad_format;creative_type;platform;impressions;clicks;spend;cpc;cpm;ctr;conversions;leads;revenue;roas;reach;frequency;video_views
2024-08-28;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;6643;110;23,64;0,21;3,56;1,661;3;0;291,00;12,31;4502;1,51;2208
2024-08-29;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;5378;89;22,16;0,25;4,12;1,673;3;0;291,00;13,13;3748;1,13;1686
2024-08-30;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;4064;78;25,83;0,33;6,36;1,943;3;0;291,00;11,27;2954;1,67;1318
2024-08-31;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;3894;76;22,22;0,29;5,71;1,965;2;0;194,00;8,73;2713;1,44;1274
2024-09-01;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;5567;98;25,17;0,26;4,52;1,763;3;0;291,00;11,56;3928;1,62;1473
2024-09-02;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;4531;85;21,06;0,25;4,65;1,882;2;0;194,00;9,21;3726;1,18;1355
2024-09-03;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;4806;90;19,23;0,21;4,00;1,878;3;0;291,00;15,13;3418;1,34;1466
2024-09-04;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;4141;82;21,87;0,27;5,28;1,994;2;0;194,00;8,87;3119;1,40;1103
2024-09-05;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;3736;60;21,40;0,36;5,73;1,620;2;0;194,00;9,07;2879;1,16;1104
2024-09-06;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;4309;82;22,31;0,27;5,18;1,915;2;0;194,00;8,70;2877;1,24;1141
2024-09-07;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;5571;99;20,55;0,21;3,69;1,784;4;0;388,00;18,88;3830;1,15;1587
2024-09-08;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;4001;70;22,59;0,32;5,65;1,774;2;0;194,00;8,59;3073;1,16;1139
2024-09-09;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;4556;73;18,41;0,25;4,04;1,612;2;0;194,00;10,54;3600;1,13;1308
2024-09-10;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;5543;87;17,32;0,20;3,12;1,585;2;0;194,00;11,20;4513;1,34;1767
2024-09-11;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;4074;72;21,16;0,29;5,19;1,790;2;0;194,00;9,17;3018;1,34;1294
2024-09-12;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;5359;95;25,77;0,27;4,81;1,781;3;0;291,00;11,29;3752;1,21;1525
2024-09-13;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;6272;103;21,97;0,21;3,50;1,653;3;0;291,00;13,25;4302;1,36;1863
2024-09-14;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;5588;108;24,94;0,23;4,46;1,947;3;0;291,00;11,67;4576;1,65;1660
2024-09-15;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;6556;122;23,10;0,19;3,52;1,871;3;0;291,00;12,60;4582;1,42;1820
2024-09-16;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;5684;112;21,06;0,19;3,71;1,973;3;0;291,00;13,82;4134;1,55;1626
2024-09-17;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;4938;97;21,29;0,22;4,31;1,975;4;0;388,00;18,22;3304;1,61;1380
2024-09-18;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;4256;70;22,47;0,32;5,28;1,662;2;0;194,00;8,63;3243;1,51;1176
2024-09-19;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;6513;119;25,50;0,21;3,92;1,832;4;0;388,00;15,22;4847;1,20;2126
2024-09-20;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;5258;97;22,23;0,23;4,23;1,849;3;0;291,00;13,09;4215;1,61;1420
2024-09-21;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;5095;87;23,26;0,27;4,56;1,719;3;0;291,00;12,51;4241;1,23;1457
2024-09-22;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;5043;89;23,89;0,27;4,74;1,777;2;0;194,00;8,12;3420;1,22;1535
2024-09-23;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;4632;85;24,41;0,29;5,27;1,851;2;0;194,00;7,95;3640;1,43;1316
2024-09-24;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;4452;88;26,51;0,30;5,95;1,977;2;0;194,00;7,32;3317;1,14;1328
2024-09-25;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;6268;111;22,74;0,20;3,63;1,774;3;0;291,00;12,80;5231;1,37;2081
2024-09-26;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;6736;108;24,54;0,23;3,64;1,614;3;0;291,00;11,86;5557;1,29;1832
2024-09-27;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;6247;106;25,19;0,24;4,03;1,710;4;0;388,00;15,40;4800;1,56;2008
2024-09-28;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;5667;110;19,78;0,18;3,49;1,952;3;0;291,00;14,71;4239;1,28;1865
2024-09-29;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;4218;74;21,43;0,29;5,08;1,771;2;0;194,00;9,05;3284;1,54;1214
2024-09-30;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;5777;105;17,31;0,16;3,00;1,832;3;0;291,00;16,81;4207;1,23;1540
2024-10-01;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;5593;109;25,02;0,23;4,47;1,953;4;0;388,00;15,51;3824;1,35;1615
2024-10-02;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;3988;70;19,01;0,27;4,77;1,778;2;0;194,00;10,21;3250;1,57;1310
2024-10-03;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;4065;67;18,61;0,28;4,58;1,661;1;0;97,00;5,21;3252;1,44;1325
2024-10-04;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;3848;71;21,52;0,30;5,59;1,851;2;0;194,00;9,01;2976;1,47;1107
2024-10-05;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;5521;109;23,39;0,21;4,24;1,981;4;0;388,00;16,59;3647;1,22;1772
2024-10-06;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;3835;69;22,07;0,32;5,75;1,813;2;0;194,00;8,79;2949;1,23;1063
2024-10-07;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;5725;95;19,02;0,20;3,32;1,664;2;0;194,00;10,20;4049;1,22;1873
2024-10-08;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;4127;68;24,24;0,36;5,87;1,665;2;0;194,00;8,00;2844;1,54;1278
2024-10-09;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;5507;97;21,72;0,22;3,94;1,768;3;0;291,00;13,40;4283;1,53;1837
2024-10-10;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;4818;83;18,85;0,23;3,91;1,733;3;0;291,00;15,44;3249;1,47;1537
2024-10-11;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;4519;83;21,23;0,26;4,70;1,838;3;0;291,00;13,71;3445;1,32;1429
2024-10-12;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;5466;93;22,84;0,25;4,18;1,714;3;0;291,00;12,74;3831;1,43;1510
2024-10-13;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;6213;119;24,68;0,21;3,97;1,928;4;0;388,00;15,72;4606;1,35;1703
2024-10-14;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;4669;80;21,69;0,27;4,65;1,721;3;0;291,00;13,42;3388;1,47;1378
2024-10-15;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;5975;100;26,69;0,27;4,47;1,678;2;0;194,00;7,27;4306;1,38;1586
2024-10-16;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;5091;85;22,08;0,26;4,34;1,682;2;0;194,00;8,79;3758;1,53;1656
2024-10-17;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;5312;106;20,22;0,19;3,81;1,996;4;0;388,00;19,19;3730;1,46;1763
2024-10-18;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;4703;77;22,92;0,30;4,87;1,653;2;0;194,00;8,46;3621;1,50;1444
2024-10-19;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;5151;84;25,94;0,31;5,04;1,639;3;0;291,00;11,22;3814;1,39;1514
2024-10-20;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;4561;78;24,97;0,32;5,47;1,719;3;0;291,00;11,65;3465;1,66;1393
2024-10-21;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;3902;72;20,57;0,29;5,27;1,857;2;0;194,00;9,43;3146;1,25;1100
2024-10-22;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;5844;102;24,82;0,24;4,25;1,750;3;0;291,00;11,72;4343;1,30;1921
2024-10-23;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;5618;93;24,15;0,26;4,30;1,667;3;0;291,00;12,05;4565;1,52;1507
2024-10-24;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;4906;87;22,68;0,26;4,62;1,792;2;0;194,00;8,55;3665;1,27;1406
2024-10-25;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;5257;104;22,63;0,22;4,30;1,983;3;0;291,00;12,86;4165;1,29;1461
2024-10-26;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;5882;113;25,92;0,23;4,41;1,938;3;0;291,00;11,23;4195;1,27;1565
2024-10-27;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;5484;110;27,18;0,25;4,96;2,013;3;0;291,00;10,71;4205;1,33;1747
2024-10-28;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;3981;70;21,30;0,30;5,35;1,780;2;0;194,00;9,11;2716;1,19;1299
2024-10-29;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;4701;85;23,88;0,28;5,08;1,822;3;0;291,00;12,19;3253;1,48;1448
2024-10-30;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;5570;89;25,27;0,28;4,54;1,601;3;0;291,00;11,52;4174;1,52;1842
2024-10-31;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;3578;58;21,51;0,37;6,01;1,624;1;0;97,00;4,51;2627;1,32;1138
2024-11-01;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;10669;187;46,77;0,25;4,38;1,755;9;0;873,00;18,67;7902;1,58;2905
2024-11-02;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;9816;179;52,58;0,29;5,36;1,825;8;0;776,00;14,76;7324;1,59;2621
2024-11-03;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;15452;266;46,26;0,17;2,99;1,722;14;0;1358,00;29,36;10251;1,48;4931
2024-11-04;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;12874;206;50,37;0,24;3,91;1,601;11;0;1067,00;21,18;8513;1,24;4049
2024-11-05;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;12820;214;49,62;0,23;3,87;1,676;12;0;1164,00;23,46;9074;1,63;3729
2024-11-06;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;15524;259;52,28;0,20;3,37;1,669;16;0;1552,00;29,69;11507;1,34;4596
2024-11-07;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;18253;298;64,43;0,22;3,53;1,633;15;0;1455,00;22,58;12704;1,18;5568
2024-11-08;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;19983;387;79,61;0,21;3,98;1,937;20;0;1940,00;24,37;15227;1,15;6547
2024-11-09;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;15792;262;66,73;0,25;4,23;1,662;13;0;1261,00;18,90;12469;1,40;4689
2024-11-10;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;23008;423;81,44;0,19;3,54;1,842;26;0;2522,00;30,97;15506;1,49;6251
2024-11-11;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;13214;224;71,41;0,32;5,40;1,702;10;0;970,00;13,58;8952;1,37;3838
2024-11-12;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;30078;512;99,46;0,19;3,31;1,705;30;0;2910,00;29,26;24716;1,29;8594
2024-11-13;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;29526;493;106,09;0,22;3,59;1,672;32;0;3104,00;29,26;24165;1,54;9776
2024-11-14;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;20198;397;99,13;0,25;4,91;1,967;23;0;2231,00;22,51;15886;1,27;6029
2024-11-15;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;20312;324;121,07;0,37;5,96;1,597;18;0;1746,00;14,42;14045;1,59;5381
2024-11-16;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;32473;613;129,81;0,21;4,00;1,891;37;0;3589,00;27,65;21574;1,23;9208
2024-11-17;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;22966;428;100,63;0,24;4,38;1,865;27;0;2619,00;26,03;17468;1,59;7225
2024-11-18;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;28236;458;100,64;0,22;3,56;1,622;24;0;2328,00;23,13;20532;1,58;9287
2024-11-19;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;21709;382;100,16;0,26;4,61;1,760;22;0;2134,00;21,31;17326;1,33;5961
2024-11-20;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;24528;490;85,58;0,17;3,49;1,999;22;0;2134,00;24,94;17657;1,26;7108
2024-11-21;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;20958;335;69,43;0,21;3,31;1,602;18;0;1746,00;25,15;16091;1,60;6348
2024-11-22;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;15591;301;67,83;0,23;4,35;1,937;14;0;1358,00;20,02;12600;1,51;5104
2024-11-23;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;16412;278;70,95;0,26;4,32;1,694;15;0;1455,00;20,51;12852;1,65;5263
2024-11-24;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;13073;259;55,18;0,21;4,22;1,989;14;0;1358,00;24,61;9985;1,58;4157
2024-11-25;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;14407;237;57,23;0,24;3,97;1,651;14;0;1358,00;23,73;11824;1,54;4808
2024-11-26;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;13494;231;55,96;0,24;4,15;1,716;14;0;1358,00;24,27;10222;1,29;3656
2024-11-27;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;8302;138;46,64;0,34;5,62;1,664;8;0;776,00;16,64;6155;1,16;2262
2024-11-28;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;11119;192;52,38;0,27;4,71;1,732;10;0;970,00;18,52;8609;1,29;3410
2024-11-29;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;13123;222;45,57;0,21;3,47;1,694;12;0;1164,00;25,54;9659;1,57;4019
2024-11-30;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;14016;245;54,62;0,22;3,90;1,748;16;0;1552,00;28,41;10448;1,55;4248
2024-12-01;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;instagram;6044;107;25,08;0,23;4,15;1,780;4;0;388,00;15,47;4026;1,26;1730
2024-12-02;CAMP001;Finanças do Zero | Perpétuo | Conversão;CONVERSIONS;AS002;Público 35-50 | Interesses Investimentos;AD004;Video_Lucas_Apresentacao_v2;Video;Apresentação;facebook;6068;96;24,00;0,25;3,96;1,588;2;0;194,00;8,08;5026;1,60;1796
