date;campaign_id;campaign_name;campaign_type;adgroup_id;adgroup_name;keywords;product;impressions;clicks;spend;cpc;cpm;ctr;conversions;revenue;roas;quality_score;view_rate;avg_position
2024-08-13;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1643;82;26,84;0,33;16,34;5,005;3;291,00;10,84;9;;1,40
2024-08-14;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2315;92;22,87;0,25;9,88;4,013;3;291,00;12,72;6;;1,60
2024-08-15;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3067;149;30,30;0,20;9,88;4,859;6;582,00;19,21;6;;1,30
2024-08-16;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2069;101;21,71;0,21;10,49;4,920;4;388,00;17,87;10;;2,30
2024-08-17;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2592;109;26,94;0,25;10,39;4,210;4;388,00;14,40;7;;2,20
2024-08-18;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2391;119;32,21;0,27;13,47;5,007;4;388,00;12,05;7;;1,40
2024-08-19;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3112;125;25,60;0,20;8,23;4,033;4;388,00;15,16;6;;1,60
2024-08-20;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2552;119;26,05;0,22;10,21;4,667;5;485,00;18,62;6;;1,40
2024-08-21;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2561;122;31,04;0,25;12,12;4,776;6;582,00;18,75;6;;1,90
2024-08-22;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2123;88;25,46;0,29;11,99;4,156;4;388,00;15,24;10;;1,30
2024-08-23;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2744;125;29,88;0,24;10,89;4,562;6;582,00;19,48;9;;1,70
2024-08-24;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3430;141;31,09;0,22;9,06;4,139;6;582,00;18,72;8;;2,20
2024-08-25;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3931;190;28,64;0,15;7,29;4,858;7;679,00;23,71;10;;2,10
2024-08-26;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1958;83;28,35;0,34;14,48;4,273;3;291,00;10,26;10;;1,40
2024-08-27;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1963;89;23,47;0,26;11,96;4,574;4;388,00;16,53;9;;2,00
2024-08-28;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2481;102;22,17;0,22;8,93;4,140;3;291,00;13,13;8;;1,90
2024-08-29;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1726;84;24,79;0,30;14,36;4,896;3;291,00;11,74;9;;1,30
2024-08-30;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2525;113;27,44;0,24;10,87;4,493;6;582,00;21,21;10;;1,90
2024-08-31;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1584;78;27,55;0,35;17,39;4,956;4;388,00;14,08;9;;1,60
2024-09-01;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1857;88;27,68;0,31;14,90;4,773;4;388,00;14,02;6;;1,50
2024-09-02;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2119;86;26,57;0,31;12,54;4,080;3;291,00;10,95;10;;1,80
2024-09-03;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2423;118;27,28;0,23;11,26;4,911;6;582,00;21,33;8;;1,90
2024-09-04;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3312;134;28,65;0,21;8,65;4,062;5;485,00;16,93;9;;1,60
2024-09-05;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2101;101;26,58;0,26;12,65;4,831;5;485,00;18,25;10;;1,80
2024-09-06;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2576;120;34,14;0,28;13,25;4,667;5;485,00;14,21;6;;2,00
2024-09-07;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2423;120;35,20;0,29;14,53;4,960;4;388,00;11,02;9;;1,80
2024-09-08;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2296;92;28,29;0,31;12,32;4,041;3;291,00;10,29;9;;1,80
2024-09-09;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2093;99;26,60;0,27;12,71;4,771;4;388,00;14,59;10;;1,80
2024-09-10;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1798;82;26,05;0,32;14,49;4,590;3;291,00;11,17;6;;1,50
2024-09-11;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2449;103;28,35;0,28;11,58;4,229;5;485,00;17,11;8;;1,70
2024-09-12;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3425;157;27,10;0,17;7,91;4,584;7;679,00;25,06;8;;1,40
2024-09-13;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2463;105;32,10;0,31;13,03;4,302;4;388,00;12,09;9;;2,20
2024-09-14;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3223;146;29,62;0,20;9,19;4,538;6;582,00;19,65;7;;2,30
2024-09-15;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3894;173;33,00;0,19;8,47;4,461;8;776,00;23,52;9;;2,10
2024-09-16;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3231;141;32,09;0,23;9,93;4,368;7;679,00;21,16;8;;1,80
2024-09-17;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2254;94;28,89;0,31;12,82;4,193;3;291,00;10,07;10;;1,60
2024-09-18;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2892;138;32,34;0,23;11,18;4,772;5;485,00;15,00;6;;1,90
2024-09-19;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3705;152;31,68;0,21;8,55;4,127;8;776,00;24,49;6;;2,10
2024-09-20;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2275;95;29,11;0,31;12,79;4,201;4;388,00;13,33;9;;1,50
2024-09-21;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2939;119;28,51;0,24;9,70;4,062;4;388,00;13,61;8;;1,60
2024-09-22;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3044;150;35,95;0,24;11,81;4,929;7;679,00;18,89;6;;1,50
2024-09-23;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2658;111;22,60;0,20;8,50;4,203;5;485,00;21,46;10;;1,40
2024-09-24;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2081;96;26,20;0,27;12,59;4,621;4;388,00;14,81;10;;2,30
2024-09-25;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1901;85;28,07;0,33;14,77;4,504;4;388,00;13,82;6;;1,50
2024-09-26;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2837;125;31,96;0,26;11,26;4,411;5;485,00;15,18;10;;1,60
2024-09-27;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2435;106;27,41;0,26;11,26;4,378;4;388,00;14,16;10;;1,40
2024-09-28;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1824;80;27,02;0,34;14,81;4,435;4;388,00;14,36;8;;1,70
2024-09-29;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3263;131;31,15;0,24;9,55;4,044;4;388,00;12,46;10;;1,60
2024-09-30;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2294;114;22,54;0,20;9,82;5,005;5;485,00;21,52;7;;2,30
2024-10-01;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2539;114;31,53;0,28;12,42;4,517;5;485,00;15,38;9;;1,60
2024-10-02;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1768;74;27,32;0,37;15,45;4,219;3;291,00;10,65;6;;1,50
2024-10-03;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2716;118;23,67;0,20;8,72;4,379;5;485,00;20,49;7;;2,30
2024-10-04;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2756;118;27,97;0,24;10,15;4,304;5;485,00;17,34;10;;1,90
2024-10-05;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3794;165;27,99;0,17;7,38;4,369;7;679,00;24,26;6;;2,10
2024-10-06;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1599;70;24,77;0,35;15,49;4,421;3;291,00;11,75;9;;2,10
2024-10-07;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2938;128;26,10;0,20;8,88;4,381;5;485,00;18,58;6;;1,90
2024-10-08;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2565;115;28,50;0,25;11,11;4,512;4;388,00;13,61;9;;2,20
2024-10-09;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1804;71;24,86;0,35;13,78;3,986;3;291,00;11,71;10;;1,60
2024-10-10;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3279;159;34,34;0,22;10,47;4,854;6;582,00;16,95;6;;2,20
2024-10-11;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2575;123;31,30;0,25;12,15;4,796;5;485,00;15,50;8;;2,20
2024-10-12;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1574;78;28,43;0,36;18,06;4,959;3;291,00;10,24;10;;1,80
2024-10-13;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2113;106;28,19;0,27;13,34;5,030;5;485,00;17,20;9;;1,70
2024-10-14;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2187;91;23,45;0,26;10,72;4,200;3;291,00;12,41;6;;1,50
2024-10-15;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2119;102;26,25;0,26;12,39;4,835;5;485,00;18,48;10;;2,00
2024-10-16;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2590;102;28,41;0,28;10,97;3,966;4;388,00;13,66;10;;1,30
2024-10-17;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2124;103;31,22;0,30;14,70;4,888;3;291,00;9,32;9;;2,20
2024-10-18;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2047;90;27,84;0,31;13,60;4,410;3;291,00;10,45;6;;2,20
2024-10-19;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2710;128;30,98;0,24;11,43;4,729;6;582,00;18,79;6;;1,50
2024-10-20;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2202;110;33,44;0,30;15,19;5,001;4;388,00;11,60;7;;1,80
2024-10-21;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3337;140;26,82;0,19;8,04;4,219;7;679,00;25,32;8;;1,30
2024-10-22;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;4003;194;30,64;0,16;7,65;4,867;8;776,00;25,33;8;;1,50
2024-10-23;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2348;107;27,58;0,26;11,75;4,567;4;388,00;14,07;7;;1,50
2024-10-24;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1977;80;25,15;0,31;12,72;4,064;3;291,00;11,57;7;;1,90
2024-10-25;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1747;87;26,48;0,30;15,15;5,013;3;291,00;10,99;10;;2,20
2024-10-26;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2271;97;32,43;0,33;14,28;4,300;5;485,00;14,96;9;;1,80
2024-10-27;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2689;114;27,68;0,24;10,29;4,272;5;485,00;17,52;10;;1,40
2024-10-28;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1874;91;22,17;0,24;11,83;4,882;3;291,00;13,13;8;;1,60
2024-10-29;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3339;165;28,39;0,17;8,50;4,949;6;582,00;20,50;9;;2,10
2024-10-30;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3047;133;30,84;0,23;10,12;4,397;5;485,00;15,73;7;;1,70
2024-10-31;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;3397;163;27,86;0,17;8,20;4,819;6;582,00;20,89;10;;1,40
2024-11-01;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;4394;197;45,72;0,23;10,40;4,501;15;1455,00;31,82;7;;2,10
2024-11-02;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;5435;233;61,45;0,26;11,31;4,291;17;1649,00;26,83;6;;1,70
2024-11-03;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;5513;247;53,66;0,22;9,73;4,482;14;1358,00;25,31;9;;1,70
2024-11-04;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;4940;231;53,49;0,23;10,83;4,680;13;1261,00;23,57;9;;1,80
2024-11-05;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;4881;222;61,57;0,28;12,61;4,558;13;1261,00;20,48;9;;2,20
2024-11-06;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;7956;334;67,23;0,20;8,45;4,208;18;1746,00;25,97;10;;2,10
2024-11-07;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;6592;310;81,59;0,26;12,38;4,714;17;1649,00;20,21;10;;2,30
2024-11-08;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;7743;345;74,51;0,22;9,62;4,465;25;2425,00;32,55;6;;1,40
2024-11-09;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;9696;459;88,58;0,19;9,14;4,737;28;2716,00;30,66;9;;1,50
2024-11-10;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;9857;419;116,78;0,28;11,85;4,257;29;2813,00;24,09;10;;2,30
2024-11-11;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;6957;337;110,75;0,33;15,92;4,849;26;2522,00;22,77;10;;1,80
2024-11-12;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;10673;529;127,24;0,24;11,92;4,964;39;3783,00;29,73;8;;1,30
2024-11-13;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;14558;718;137,38;0,19;9,44;4,936;40;3880,00;28,24;6;;1,80
2024-11-14;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;10118;474;159,99;0,34;15,81;4,688;29;2813,00;17,58;10;;2,00
2024-11-15;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;10103;499;161,40;0,32;15,98;4,945;39;3783,00;23,44;10;;2,00
2024-11-16;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;14549;682;133,60;0,20;9,18;4,692;53;5141,00;38,48;10;;1,40
2024-11-17;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;10303;435;133,43;0,31;12,95;4,227;24;2328,00;17,45;8;;1,80
2024-11-18;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;15672;691;131,27;0,19;8,38;4,413;39;3783,00;28,82;7;;1,70
2024-11-19;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;12695;511;137,32;0,27;10,82;4,032;39;3783,00;27,55;10;;2,20
2024-11-20;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;8770;408;97,41;0,24;11,11;4,653;26;2522,00;25,89;7;;1,50
2024-11-21;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;10321;453;109,06;0,24;10,57;4,397;28;2716,00;24,90;8;;2,00
2024-11-22;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;6762;301;81,49;0,27;12,05;4,462;21;2037,00;25,00;8;;1,50
2024-11-23;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;6209;270;83,43;0,31;13,44;4,358;18;1746,00;20,93;9;;2,10
2024-11-24;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;6433;292;77,33;0,26;12,02;4,551;16;1552,00;20,07;8;;1,30
2024-11-25;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;5471;242;57,89;0,24;10,58;4,440;14;1358,00;23,46;6;;1,30
2024-11-26;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;6430;308;62,76;0,20;9,76;4,790;17;1649,00;26,27;9;;1,80
2024-11-27;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;5700;281;58,06;0,21;10,19;4,930;17;1649,00;28,40;9;;2,30
2024-11-28;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;4718;211;65,92;0,31;13,97;4,484;14;1358,00;20,60;8;;1,40
2024-11-29;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;7042;293;60,12;0,21;8,54;4,170;20;1940,00;32,27;8;;2,30
2024-11-30;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;6435;312;59,64;0,19;9,27;4,863;22;2134,00;35,78;7;;2,30
2024-12-01;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1803;85;29,14;0,34;16,16;4,717;3;291,00;9,99;7;;1,60
2024-12-02;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1881;90;29,93;0,33;15,91;4,831;4;388,00;12,96;7;;2,00
2024-12-03;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;2468;122;26,53;0,22;10,75;4,963;4;388,00;14,62;7;;1,60
2024-12-04;GCAMP002;Search | Curso Investimentos | Genérico;Search;GAG003;Renda Extra Investimentos;"renda extra investindo; como ganhar dinheiro investindo";Finanças do Zero;1925;80;28,82;0,36;14,97;4,177;3;291,00;10,10;9;;1,80
